LOP(亮度)	x	y
48	14	46
50	15	46
50	16	46
51	17	46
55	18	46
73	19	46
7	20	46
81	21	46
95	22	46
33	23	46
53	24	46
59	25	46
41	26	46
35	27	46
62	28	46
69	29	46
19	30	46
36	31	46
39	32	46
42	33	46
44	34	46
44	35	46
41	36	46
23	37	46
3	38	46
21	39	46
33	40	46
48	41	46
85	42	46
66	43	46
52	44	46
9	45	46
11	46	46
85	47	46
35	48	46
1	49	46
43	50	46
42	51	46
31	52	46
1	53	46
45	54	46
54	55	46
61	56	46
65	57	46
81	58	46
50	59	46
62	60	46
56	61	46
45	62	46
33	63	46
81	64	46
57	65	46
47	66	46
13	67	46
23	68	46
52	69	46
50	70	46
54	71	46
69	72	46
77	73	46
75	74	46
76	75	46
95	76	46
95	77	46
69	78	46
69	79	46
47	80	46
55	81	46
52	82	46
73	83	46
54	84	46
62	85	46
69	86	46
43	87	46
93	88	46
70	89	46
79	90	46
27	91	46
27	92	46
32	93	46
29	94	46
13	95	46
37	96	46
51	97	46
19	98	46
37	99	46
41	100	46
79	0	47
97	1	47
83	2	47
53	3	47
1	4	47
61	5	47
39	6	47
25	7	47
30	8	47
56	9	47
71	10	47
95	11	47
47	12	47
43	13	47
47	14	47
62	15	47
67	16	47
61	17	47
50	18	47
47	19	47
35	20	47
51	21	47
49	22	47
47	23	47
58	24	47
73	25	47
44	26	47
13	27	47
49	28	47
61	29	47
47	30	47
44	31	47
43	32	47
45	33	47
47	34	47
48	35	47
49	36	47
63	37	47
71	38	47
1	39	47
37	40	47
43	41	47
54	42	47
47	43	47
71	44	47
54	45	47
79	46	47
29	47	47
25	48	47
30	49	47
45	50	47
19	51	47
23	52	47
43	53	47
75	54	47
57	55	47
77	56	47
71	57	47
51	58	47
50	59	47
59	60	47
46	61	47
9	62	47
65	63	47
33	64	47
42	65	47
41	66	47
28	67	47
5	68	47
54	69	47
79	70	47
64	71	47
89	72	47
69	73	47
9	74	47
91	75	47
87	76	47
77	77	47
58	78	47
17	79	47
93	80	47
53	81	47
19	82	47
45	83	47
15	84	47
93	85	47
63	86	47
44	87	47
33	88	47
63	89	47
52	90	47
1	91	47
13	92	47
35	93	47
41	94	47
46	95	47
50	96	47
51	97	47
32	98	47
38	99	47
42	100	47
46	0	48
41	1	48
54	2	48
39	3	48
28	4	48
41	5	48
29	6	48
11	7	48
37	8	48
83	9	48
59	10	48
5	11	48
43	12	48
33	13	48
35	14	48
87	15	48
63	16	48
42	17	48
38	18	48
35	19	48
52	20	48
40	21	48
5	22	48
47	23	48
58	24	48
60	25	48
52	26	48
47	27	48
60	28	48
70	29	48
64	30	48
52	31	48
45	32	48
48	33	48
51	34	48
51	35	48
47	36	48
55	37	48
64	38	48
73	39	48
63	40	48
39	41	48
41	42	48
49	43	48
56	44	48
60	45	48
71	46	48
35	47	48
7	48	48
48	49	48
91	50	48
43	51	48
1	52	48
73	53	48
85	54	48
51	55	48
35	56	48
67	57	48
5	58	48
41	59	48
53	60	48
59	61	48
83	62	48
52	63	48
27	64	48
38	65	48
47	66	48
54	67	48
81	68	48
83	69	48
39	70	48
36	71	48
19	72	48
77	73	48
77	74	48
82	75	48
76	76	48
70	77	48
70	78	48
91	79	48
70	80	48
47	81	48
44	82	48
73	83	48
63	84	48
64	85	48
35	86	48
40	87	48
65	88	48
99	89	48
66	90	48
52	91	48
49	92	48
55	93	48
63	94	48
81	95	48
69	96	48
33	97	48
21	98	48
43	99	48
49	100	48
19	0	49
85	1	49
55	2	49
23	3	49
32	4	49
28	5	49
28	6	49
23	7	49
26	8	49
27	9	49
79	10	49
79	11	49
89	12	49
13	13	49
43	14	49
70	15	49
53	16	49
9	17	49
23	18	49
5	19	49
99	20	49
53	21	49
27	22	49
81	23	49
67	24	49
59	25	49
59	26	49
89	27	49
75	28	49
95	29	49
89	30	49
53	31	49
38	32	49
53	33	49
43	34	49
21	35	49
36	36	49
47	37	49
59	38	49
81	39	49
7	40	49
11	41	49
28	42	49
31	43	49
46	44	49
60	45	49
91	46	49
35	47	49
87	48	49
65	49	49
66	50	49
62	51	49
89	52	49
81	53	49
79	54	49
63	55	49
57	56	49
59	57	49
55	58	49
55	59	49
54	60	49
56	61	49
48	62	49
33	63	49
27	64	49
38	65	49
50	66	49
60	67	49
62	68	49
21	69	49
27	70	49
25	71	49
49	72	49
63	73	49
97	74	49
87	75	49
66	76	49
57	77	49
61	78	49
63	79	49
49	80	49
23	81	49
39	82	49
53	83	49
57	84	49
67	85	49
49	86	49
17	87	49
89	88	49
79	89	49
63	90	49
95	91	49
73	92	49
75	93	49
74	94	49
83	95	49
75	96	49
73	97	49
93	98	49
79	99	49
61	100	49
49	0	50
63	1	50
59	2	50
65	3	50
49	4	50
13	5	50
33	6	50
25	7	50
19	8	50
34	9	50
52	10	50
61	11	50
55	12	50
25	13	50
87	14	50
99	15	50
71	16	50
95	17	50
43	18	50
9	19	50
45	20	50
46	21	50
46	22	50
61	23	50
57	24	50
44	25	50
51	26	50
45	27	50
58	28	50
62	29	50
45	30	50
33	31	50
3	32	50
81	33	50
49	34	50
31	35	50
29	36	50
41	37	50
46	38	50
43	39	50
17	40	50
23	41	50
32	42	50
33	43	50
39	44	50
42	45	50
51	46	50
35	47	50
17	48	50
59	49	50
47	50	50
50	51	50
65	52	50
83	53	50
89	54	50
65	55	50
71	56	50
60	57	50
50	58	50
21	59	50
51	60	50
65	61	50
21	62	50
5	63	50
11	64	50
38	65	50
57	66	50
73	67	50
87	68	50
55	69	50
69	70	50
51	71	50
77	72	50
99	73	50
91	74	50
69	75	50
44	76	50
31	77	50
45	78	50
51	79	50
41	80	50
31	81	50
35	82	50
45	83	50
53	84	50
99	85	50
41	86	50
19	87	50
62	88	50
66	89	50
59	90	50
68	91	50
73	92	50
97	93	50
76	94	50
73	95	50
74	96	50
93	97	50
21	98	50
50	99	50
56	100	50
65	0	51
59	1	51
52	2	51
61	3	51
89	4	51
54	5	51
69	6	51
38	7	51
30	8	51
37	9	51
37	10	51
56	11	51
54	12	51
53	13	51
51	14	51
19	15	51
37	16	51
75	17	51
51	18	51
11	19	51
26	20	51
40	21	51
50	22	51
61	23	51
95	24	51
11	25	51
57	26	51
79	27	51
50	28	51
52	29	51
63	30	51
32	31	51
9	32	51
51	33	51
42	34	51
25	35	51
36	36	51
41	37	51
42	38	51
39	39	51
29	40	51
32	41	51
43	42	51
38	43	51
35	44	51
19	45	51
38	46	51
30	47	51
35	48	51
75	49	51
15	50	51
27	51	51
41	52	51
9	53	51
83	54	51
67	55	51
66	56	51
61	57	51
65	58	51
50	59	51
66	60	51
89	61	51
39	62	51
53	63	51
33	64	51
45	65	51
56	66	51
45	67	51
43	68	51
3	69	51
39	70	51
35	71	51
19	72	51
73	73	51
72	74	51
57	75	51
11	76	51
30	77	51
40	78	51
55	79	51
31	80	51
27	81	51
25	82	51
29	83	51
23	84	51
67	85	51
93	86	51
99	87	51
75	88	51
65	89	51
39	90	51
45	91	51
56	92	51
64	93	51
61	94	51
61	95	51
57	96	51
73	97	51
11	98	51
46	99	51
56	100	51
89	0	52
55	1	52
31	2	52
65	3	52
35	4	52
45	5	52
7	6	52
31	7	52
27	8	52
48	9	52
57	10	52
75	11	52
55	12	52
89	13	52
45	14	52
33	15	52
34	16	52
9	17	52
33	18	52
21	19	52
9	20	52
38	21	52
53	22	52
39	23	52
63	24	52
93	25	52
69	26	52
41	27	52
11	28	52
32	29	52
34	30	52
26	31	52
20	32	52
45	33	52
45	34	52
81	35	52
51	36	52
45	37	52
44	38	52
42	39	52
31	40	52
35	41	52
71	42	52
41	43	52
9	44	52
63	45	52
51	46	52
11	47	52
21	48	52
27	49	52
61	50	52
47	51	52
51	52	52
35	53	52
23	54	52
55	55	52
66	56	52
52	57	52
48	58	52
48	59	52
75	60	52
66	61	52
57	62	52
85	63	52
25	64	52
55	65	52
77	66	52
9	67	52
41	68	52
25	69	52
41	70	52
33	71	52
15	72	52
51	73	52
67	74	52
85	75	52
48	76	52
39	77	52
29	78	52
99	79	52
3	80	52
22	81	52
9	82	52
83	83	52
51	84	52
53	85	52
67	86	52
74	87	52
76	88	52
81	89	52
91	90	52
48	91	52
43	92	52
41	93	52
42	94	52
52	95	52
67	96	52
61	97	52
50	98	52
66	99	52
68	100	52
59	0	53
42	1	53
49	2	53
67	3	53
45	4	53
27	5	53
31	6	53
51	7	53
97	8	53
71	9	53
68	10	53
70	11	53
63	12	53
61	13	53
54	14	53
17	15	53
57	16	53
73	17	53
51	18	53
44	19	53
59	20	53
49	21	53
87	22	53
64	23	53
73	24	53
23	25	53
56	26	53
63	27	53
49	28	53
33	29	53
17	30	53
16	31	53
1	32	53
26	33	53
13	34	53
49	35	53
49	36	53
41	37	53
47	38	53
53	39	53
21	40	53
5	41	53
11	42	53
29	43	53
27	44	53
56	45	53
95	46	53
31	47	53
13	48	53
85	49	53
68	50	53
93	51	53
81	52	53
58	53	53
49	54	53
63	55	53
93	56	53
33	57	53
28	58	53
21	59	53
37	60	53
46	61	53
41	62	53
66	63	53
46	64	53
27	65	53
50	66	53
46	67	53
89	68	53
15	69	53
67	70	53
50	71	53
35	72	53
51	73	53
62	74	53
70	75	53
57	76	53
49	77	53
50	78	53
63	79	53
42	80	53
49	81	53
49	82	53
63	83	53
45	84	53
38	85	53
50	86	53
57	87	53
71	88	53
95	89	53
29	90	53
15	91	53
31	92	53
17	93	53
15	94	53
38	95	53
63	96	53
56	97	53
63	98	53
99	99	53
83	100	53
47	0	54
7	1	54
56	2	54
97	3	54
17	4	54
37	5	54
42	6	54
47	7	54
93	8	54
72	9	54
75	10	54
74	11	54
67	12	54
39	13	54
93	14	54
87	15	54
19	16	54
77	17	54
54	18	54
45	19	54
37	20	54
13	21	54
53	22	54
57	23	54
57	24	54
48	25	54
69	26	54
54	27	54
35	28	54
34	29	54
21	30	54
23	31	54
25	32	54
47	33	54
43	34	54
56	35	54
99	36	54
51	37	54
50	38	54
37	39	54
65	40	54
59	41	54
43	42	54
39	43	54
48	44	54
39	45	54
29	46	54
7	47	54
23	48	54
51	49	54
33	50	54
64	51	54
66	52	54
67	53	54
54	54	54
55	55	54
99	56	54
39	57	54
11	58	54
65	59	54
19	60	54
41	61	54
95	62	54
95	63	54
65	64	54
49	65	54
51	66	54
39	67	54
33	68	54
35	69	54
59	70	54
67	71	54
34	72	54
3	73	54
60	74	54
77	75	54
49	76	54
52	77	54
59	78	54
61	79	54
53	80	54
51	81	54
50	82	54
47	83	54
30	84	54
3	85	54
40	86	54
71	87	54
56	88	54
55	89	54
21	90	54
38	91	54
52	92	54
81	93	54
42	94	54
25	95	54
38	96	54
38	97	54
57	98	54
85	99	54
81	100	54
87	0	55
89	1	55
73	2	55
51	3	55
56	4	55
65	5	55
55	6	55
1	7	55
37	8	55
51	9	55
85	10	55
83	11	55
95	12	55
62	13	55
77	14	55
57	15	55
45	16	55
64	17	55
43	18	55
47	19	55
47	20	55
44	21	55
55	22	55
54	23	55
51	24	55
45	25	55
27	26	55
49	27	55
85	28	55
47	29	55
13	30	55
29	31	55
31	32	55
46	33	55
59	34	55
33	35	55
68	36	55
60	37	55
66	38	55
99	39	55
47	40	55
60	41	55
63	42	55
51	43	55
87	44	55
55	45	55
47	46	55
75	47	55
58	48	55
64	49	55
79	50	55
64	51	55
55	52	55
41	53	55
45	54	55
7	55	55
38	56	55
13	57	55
44	58	55
95	59	55
33	60	55
5	61	55
52	62	55
75	63	55
71	64	55
56	65	55
45	66	55
21	67	55
5	68	55
33	69	55
69	70	55
3	71	55
31	72	55
31	73	55
99	74	55
33	75	55
36	76	55
51	77	55
73	78	55
70	79	55
58	80	55
51	81	55
55	82	55
44	83	55
25	84	55
27	85	55
36	86	55
39	87	55
29	88	55
51	89	55
99	90	55
65	91	55
58	92	55
55	93	55
49	94	55
41	95	55
28	96	55
1	97	55
42	98	55
83	99	55
76	100	55
61	0	56
25	1	56
62	2	56
70	3	56
91	4	56
67	5	56
53	6	56
32	7	56
41	8	56
11	9	56
58	10	56
79	11	56
39	12	56
39	13	56
97	14	56
76	15	56
95	16	56
91	17	56
7	18	56
41	19	56
61	20	56
62	21	56
91	22	56
53	23	56
9	24	56
34	25	56
37	26	56
51	27	56
54	28	56
57	29	56
45	30	56
49	31	56
25	32	56
48	33	56
57	34	56
60	35	56
81	36	56
56	37	56
55	38	56
72	39	56
83	40	56
74	41	56
97	42	56
17	43	56
49	44	56
47	45	56
41	46	56
59	47	56
73	48	56
70	49	56
68	50	56
60	51	56
48	52	56
33	53	56
21	54	56
29	55	56
33	56	56
40	57	56
60	58	56
97	59	56
15	60	56
23	61	56
35	62	56
83	63	56
69	64	56
58	65	56
53	66	56
49	67	56
19	68	56
25	69	56
5	70	56
33	71	56
59	72	56
52	73	56
51	74	56
25	75	56
13	76	56
44	77	56
64	78	56
89	79	56
59	80	56
57	81	56
77	82	56
51	83	56
41	84	56
43	85	56
41	86	56
31	87	56
54	88	56
91	89	56
81	90	56
65	91	56
59	92	56
35	93	56
58	94	56
50	95	56
34	96	56
13	97	56
28	98	56
58	99	56
65	100	56
72	0	57
85	1	57
83	2	57
77	3	57
80	4	57
62	5	57
39	6	57
35	7	57
44	8	57
42	9	57
58	10	57
59	11	57
53	12	57
31	13	57
37	14	57
57	15	57
79	16	57
75	17	57
73	18	57
50	19	57
51	20	57
54	21	57
61	22	57
56	23	57
51	24	57
47	25	57
37	26	57
23	27	57
25	28	57
52	29	57
62	30	57
99	31	57
48	32	57
63	33	57
62	34	57
69	35	57
73	36	57
29	37	57
27	38	57
51	39	57
58	40	57
56	41	57
58	42	57
41	43	57
47	44	57
44	45	57
11	46	57
47	47	57
73	48	57
75	49	57
64	50	57
61	51	57
43	52	57
23	53	57
44	54	57
33	55	57
45	56	57
55	57	57
61	58	57
55	59	57
38	60	57
40	61	57
46	62	57
59	63	57
71	64	57
54	65	57
42	66	57
26	67	57
9	68	57
63	69	57
83	70	57
66	71	57
73	72	57
67	73	57
64	74	57
44	75	57
33	76	57
47	77	57
53	78	57
7	79	57
36	80	57
40	81	57
25	82	57
42	83	57
45	84	57
63	85	57
54	86	57
53	87	57
67	88	57
68	89	57
69	90	57
54	91	57
65	92	57
99	93	57
99	94	57
67	95	57
46	96	57
22	97	57
1	98	57
57	99	57
62	100	57
71	0	58
57	1	58
65	2	58
74	3	58
91	4	58
61	5	58
48	6	58
49	7	58
61	8	58
55	9	58
73	10	58
95	11	58
56	12	58
53	13	58
58	14	58
68	15	58
91	16	58
59	17	58
57	18	58
37	19	58
39	20	58
41	21	58
43	22	58
59	23	58
93	24	58
65	25	58
41	26	58
11	27	58
95	28	58
66	29	58
51	30	58
17	31	58
7	32	58
95	33	58
61	34	58
81	35	58
7	36	58
31	37	58
59	38	58
47	39	58
42	40	58
35	41	58
38	42	58
43	43	58
52	44	58
73	45	58
15	46	58
47	47	58
99	48	58
47	49	58
51	50	58
48	51	58
41	52	58
44	53	58
99	54	58
15	55	58
60	56	58
87	57	58
41	58	58
25	59	58
42	60	58
53	61	58
51	62	58
38	63	58
7	64	58
45	65	58
35	66	58
7	67	58
91	68	58
77	69	58
78	70	58
77	71	58
99	72	58
80	73	58
95	74	58
54	75	58
50	76	58
59	77	58
54	78	58
19	79	58
38	80	58
42	81	58
41	82	58
47	83	58
35	84	58
3	85	58
59	86	58
61	87	58
95	88	58
45	89	58
19	90	58
19	91	58
49	92	58
77	93	58
86	94	58
73	95	58
61	96	58
29	97	58
17	98	58
75	99	58
64	100	58
85	0	59
7	1	59
48	2	59
64	3	59
76	4	59
95	5	59
45	6	59
53	7	59
97	8	59
53	9	59
85	10	59
68	11	59
25	12	59
21	13	59
75	14	59
66	15	59
58	16	59
3	17	59
26	18	59
3	19	59
28	20	59
27	21	59
11	22	59
45	23	59
62	24	59
25	25	59
51	26	59
65	27	59
81	28	59
68	29	59
59	30	59
29	31	59
27	32	59
46	33	59
50	34	59
69	35	59
89	36	59
31	37	59
45	38	59
39	39	59
27	40	59
5	41	59
17	42	59
40	43	59
46	44	59
46	45	59
27	46	59
27	47	59
59	48	59
95	49	59
47	50	59
38	51	59
31	52	59
13	53	59
39	54	59
11	55	59
95	56	59
84	57	59
81	58	59
77	59	59
51	60	59
79	61	59
67	62	59
36	63	59
40	64	59
85	65	59
48	66	59
44	67	59
87	68	59
77	69	59
74	70	59
66	71	59
57	72	59
61	73	59
45	74	59
27	75	59
54	76	59
69	77	59
85	78	59
81	79	59
55	80	59
50	81	59
52	82	59
50	83	59
41	84	59
19	85	59
5	86	59
38	87	59
43	88	59
27	89	59
22	90	59
30	91	59
52	92	59
77	93	59
95	94	59
57	95	59
48	96	59
44	97	59
73	98	59
57	99	59
55	100	59
63	0	60
41	1	60
55	2	60
57	3	60
56	4	60
53	5	60
40	6	60
49	7	60
43	8	60
15	9	60
53	10	60
68	11	60
91	12	60
62	13	60
61	14	60
64	15	60
73	16	60
40	17	60
42	18	60
47	19	60
43	20	60
31	21	60
41	22	60
61	23	60
85	24	60
49	25	60
61	26	60
89	27	60
99	28	60
64	29	60
89	30	60
13	31	60
29	32	60
11	33	60
25	34	60
58	35	60
83	36	60
79	37	60
27	38	60
21	39	60
25	40	60
5	41	60
30	42	60
53	43	60
48	44	60
38	45	60
21	46	60
49	47	60
21	48	60
75	49	60
5	50	60
28	51	60
32	52	60
29	53	60
35	54	60
33	55	60
61	56	60
75	57	60
72	58	60
42	59	60
9	60	60
40	61	60
34	62	60
1	63	60
34	64	60
46	65	60
29	66	60
35	67	60
59	68	60
71	69	60
74	70	60
58	71	60
67	72	60
64	73	60
51	74	60
51	75	60
71	76	60
66	77	60
60	78	60
65	79	60
53	80	60
51	81	60
67	82	60
61	83	60
61	84	60
27	85	60
71	86	60
45	87	60
25	88	60
1	89	60
13	90	60
28	91	60
53	92	60
85	93	60
61	94	60
15	95	60
31	96	60
27	97	60
1	98	60
27	99	60
43	100	60
64	0	61
41	1	61
75	2	61
53	3	61
39	4	61
11	5	61
13	6	61
63	7	61
13	8	61
19	9	61
45	10	61
60	11	61
79	12	61
75	13	61
43	14	61
56	15	61
55	16	61
45	17	61
56	18	61
99	19	61
69	20	61
63	21	61
63	22	61
73	23	61
48	24	61
27	25	61
55	26	61
63	27	61
48	28	61
1	29	61
33	30	61
13	31	61
65	32	61
69	33	61
50	34	61
57	35	61
19	36	61
17	37	61
85	38	61
39	39	61
13	40	61
22	41	61
45	42	61
97	43	61
53	44	61
38	45	61
29	46	61
63	47	61
41	48	61
97	49	61
43	50	61
39	51	61
38	52	61
37	53	61
40	54	61
27	55	61
31	56	61
1	57	61
91	58	61
11	59	61
55	60	61
38	61	61
28	62	61
11	63	61
49	64	61
39	65	61
29	66	61
9	67	61
43	68	61
60	69	61
95	70	61
25	71	61
91	72	61
75	73	61
46	74	61
56	75	61
52	76	61
65	77	61
25	78	61
39	79	61
40	80	61
34	81	61
21	82	61
69	83	61
29	84	61
43	85	61
55	86	61
46	87	61
11	88	61
47	89	61
79	90	61
17	91	61
46	92	61
73	93	61
51	94	61
34	95	61
33	96	61
32	97	61
35	98	61
43	99	61
49	100	61
89	0	62
19	1	62
52	2	62
43	3	62
1	4	62
28	5	62
31	6	62
27	7	62
50	8	62
97	9	62
48	10	62
49	11	62
53	12	62
48	13	62
59	14	62
63	15	62
48	16	62
27	17	62
38	18	62
69	19	62
53	20	62
44	21	62
41	22	62
53	23	62
7	24	62
36	25	62
99	26	62
17	27	62
29	28	62
23	29	62
32	30	62
31	31	62
17	32	62
46	33	62
49	34	62
79	35	62
49	36	62
46	37	62
67	38	62
39	39	62
5	40	62
27	41	62
30	42	62
13	43	62
30	44	62
34	45	62
43	46	62
73	47	62
61	48	62
65	49	62
33	50	62
46	51	62
44	52	62
41	53	62
63	54	62
44	55	62
38	56	62
32	57	62
47	58	62
23	59	62
47	60	62
30	61	62
31	62	62
29	63	62
49	64	62
45	65	62
95	66	62
48	67	62
43	68	62
33	69	62
33	70	62
46	71	62
73	72	62
99	73	62
1	74	62
77	75	62
19	76	62
85	77	62
23	78	62
38	79	62
37	80	62
25	81	62
38	82	62
65	83	62
89	84	62
63	85	62
59	86	62
75	87	62
50	88	62
27	89	62
42	90	62
32	91	62
43	92	62
43	93	62
35	94	62
39	95	62
35	96	62
34	97	62
63	98	62
63	99	62
61	100	62
71	0	63
50	1	63
71	2	63
68	3	63
97	4	63
71	5	63
57	6	63
53	7	63
65	8	63
85	9	63
3	10	63
35	11	63
35	12	63
7	13	63
85	14	63
61	15	63
47	16	63
30	17	63
3	18	63
85	19	63
33	20	63
19	21	63
7	22	63
75	23	63
36	24	63
11	25	63
43	26	63
27	27	63
31	28	63
31	29	63
41	30	63
65	31	63
21	32	63
50	33	63
69	34	63
57	35	63
53	36	63
53	37	63
67	38	63
46	39	63
34	40	63
53	41	63
35	42	63
22	43	63
23	44	63
23	45	63
37	46	63
11	47	63
57	48	63
69	49	63
63	50	63
69	51	63
51	52	63
77	53	63
61	54	63
51	55	63
45	56	63
44	57	63
53	58	63
38	59	63
34	60	63
7	61	63
33	62	63
25	63	63
43	64	63
37	65	63
13	66	63
47	67	63
49	68	63
45	69	63
69	70	63
55	71	63
58	72	63
59	73	63
47	74	63
60	75	63
44	76	63
41	77	63
51	78	63
54	79	63
73	80	63
31	81	63
42	82	63
51	83	63
63	84	63
73	85	63
44	86	63
43	87	63
87	88	63
17	89	63
29	90	63
29	91	63
50	92	63
81	93	63
89	94	63
54	95	63
39	96	63
9	97	63
23	98	63
85	99	63
71	100	63
9	0	64
40	1	64
73	2	64
61	3	64
43	4	64
89	5	64
73	6	64
65	7	64
74	8	64
78	9	64
67	10	64
31	11	64
45	12	64
34	13	64
50	14	64
52	15	64
47	16	64
45	17	64
35	18	64
69	19	64
23	20	64
34	21	64
37	22	64
56	23	64
52	24	64
38	25	64
59	26	64
17	27	64
35	28	64
30	29	64
36	30	64
41	31	64
17	32	64
65	33	64
41	34	64
53	35	64
48	36	64
47	37	64
50	38	64
43	39	64
35	40	64
37	41	64
28	42	64
17	43	64
25	44	64
29	45	64
11	46	64
33	47	64
57	48	64
93	49	64
81	50	64
15	51	64
73	52	64
53	53	64
54	54	64
39	55	64
46	56	64
48	57	64
51	58	64
44	59	64
45	60	64
53	61	64
71	62	64
53	63	64
47	64	64
37	65	64
43	66	64
79	67	64
61	68	64
29	69	64
37	70	64
46	71	64
44	72	64
35	73	64
50	74	64
75	75	64
57	76	64
53	77	64
53	78	64
56	79	64
69	80	64
87	81	64
48	82	64
1	83	64
41	84	64
51	85	64
1	86	64
63	87	64
59	88	64
42	89	64
29	90	64
5	91	64
46	92	64
77	93	64
69	94	64
49	95	64
61	96	64
97	97	64
69	98	64
57	99	64
67	100	64
22	0	65
31	1	65
45	2	65
63	3	65
58	4	65
63	5	65
81	6	65
60	7	65
87	8	65
87	9	65
81	10	65
91	11	65
46	12	65
37	13	65
29	14	65
49	15	65
45	16	65
69	17	65
60	18	65
41	19	65
91	20	65
59	21	65
53	22	65
59	23	65
79	24	65
31	25	65
41	26	65
31	27	65
65	28	65
17	29	65
34	30	65
45	31	65
39	32	65
49	33	65
53	34	65
69	35	65
39	36	65
38	37	65
45	38	65
43	39	65
25	40	65
30	41	65
26	42	65
15	43	65
30	44	65
59	45	65
23	46	65
53	47	65
47	48	65
27	49	65
41	50	65
7	51	65
17	52	65
44	53	65
65	54	65
87	55	65
53	56	65
51	57	65
59	58	65
43	59	65
50	60	65
60	61	65
69	62	65
71	63	65
89	64	65
21	65	65
44	66	65
69	67	65
59	68	65
49	69	65
50	70	65
48	71	65
39	72	65
9	73	65
44	74	65
58	75	65
55	76	65
61	77	65
52	78	65
49	79	65
61	80	65
71	81	65
65	82	65
41	83	65
51	84	65
91	85	65
50	86	65
50	87	65
47	88	65
65	89	65
39	90	65
35	91	65
55	92	65
57	93	65
47	94	65
49	95	65
58	96	65
65	97	65
61	98	65
99	99	65
74	100	65
27	0	66
27	1	66
15	2	66
87	3	66
65	4	66
56	5	66
46	6	66
7	7	66
45	8	66
47	9	66
13	10	66
93	11	66
13	12	66
39	13	66
57	14	66
71	15	66
15	16	66
33	17	66
97	18	66
97	19	66
71	20	66
57	21	66
56	22	66
62	23	66
63	24	66
41	25	66
43	26	66
3	27	66
29	28	66
15	29	66
39	30	66
67	31	66
44	32	66
39	33	66
81	34	66
53	35	66
3	36	66
21	37	66
77	38	66
59	39	66
46	40	66
35	41	66
32	42	66
25	43	66
23	44	66
30	45	66
11	46	66
11	47	66
43	48	66
46	49	66
50	50	66
42	51	66
42	52	66
42	53	66
42	54	66
42	55	66
31	56	66
43	57	66
30	58	66
19	59	66
53	60	66
66	61	66
77	62	66
74	63	66
75	64	66
45	65	66
45	66	66
73	67	66
57	68	66
60	69	66
65	70	66
58	71	66
55	72	66
75	73	66
60	74	66
57	75	66
47	76	66
56	77	66
47	78	66
25	79	66
57	80	66
70	81	66
99	82	66
47	83	66
31	84	66
81	85	66
59	86	66
41	87	66
50	88	66
21	89	66
28	90	66
43	91	66
81	92	66
50	93	66
15	94	66
42	95	66
57	96	66
45	97	66
11	98	66
50	99	66
55	100	66
32	0	67
37	1	67
53	2	67
68	3	67
60	4	67
51	5	67
41	6	67
33	7	67
39	8	67
43	9	67
28	10	67
19	11	67
23	12	67
53	13	67
89	14	67
73	15	67
79	16	67
57	17	67
54	18	67
17	19	67
40	20	67
41	21	67
55	22	67
71	23	67
69	24	67
58	25	67
52	26	67
40	27	67
59	28	67
43	29	67
39	30	67
13	31	67
34	32	67
13	33	67
63	34	67
48	35	67
34	36	67
57	37	67
79	38	67
71	39	67
65	40	67
60	41	67
42	42	67
29	43	67
9	44	67
29	45	67
37	46	67
52	47	67
69	48	67
66	49	67
71	50	67
70	51	67
69	52	67
41	53	67
19	54	67
9	55	67
27	56	67
17	57	67
1	58	67
27	59	67
77	60	67
76	61	67
73	62	67
73	63	67
93	64	67
45	65	67
19	66	67
9	67	67
51	68	67
68	69	67
95	70	67
63	71	67
77	72	67
69	73	67
63	74	67
65	75	67
85	76	67
69	77	67
55	78	67
37	79	67
71	80	67
56	81	67
27	82	67
17	83	67
39	84	67
60	85	67
52	86	67
5	87	67
93	88	67
53	89	67
9	90	67
30	91	67
55	92	67
47	93	67
63	94	67
49	95	67
53	96	67
48	97	67
47	98	67
35	99	67
43	100	67
33	0	68
27	1	68
15	2	68
73	3	68
57	4	68
45	5	68
36	6	68
45	7	68
42	8	68
59	9	68
39	10	68
67	11	68
91	12	68
63	13	68
61	14	68
64	15	68
77	16	68
55	17	68
45	18	68
35	19	68
31	20	68
13	21	68
15	22	68
97	23	68
87	24	68
69	25	68
67	26	68
47	27	68
56	28	68
59	29	68
62	30	68
99	31	68
67	32	68
34	33	68
35	34	68
43	35	68
31	36	68
53	37	68
77	38	68
81	39	68
85	40	68
99	41	68
47	42	68
41	43	68
29	44	68
41	45	68
69	46	68
91	47	68
85	48	68
79	49	68
99	50	68
97	51	68
13	52	68
34	53	68
46	54	68
69	55	68
52	56	68
43	57	68
33	58	68
11	59	68
63	60	68
91	61	68
67	62	68
52	63	68
53	64	68
25	65	68
36	66	68
45	67	68
50	68	68
69	69	68
99	70	68
23	71	68
55	72	68
61	73	68
60	74	68
55	75	68
65	76	68
81	77	68
67	78	68
45	79	68
65	80	68
56	81	68
45	82	68
36	83	68
48	84	68
68	85	68
85	86	68
56	87	68
74	88	68
85	89	68
31	90	68
13	91	68
67	92	68
59	93	68
19	94	68
40	95	68
39	96	68
49	97	68
41	98	68
3	99	68
37	100	68
41	0	69
50	1	69
55	2	69
67	3	69
51	4	69
38	5	69
13	6	69
21	7	69
27	8	69
1	9	69
3	10	69
35	11	69
47	12	69
45	13	69
44	14	69
48	15	69
52	16	69
55	17	69
37	18	69
47	19	69
39	20	69
36	21	69
